birthday,gender,age,height,sport,noc,gold,silver,bronze
2000-01-30,0,23,1.67,Cycling Road,UAE,0,0,0
1994-06-10,0,29,1.79,Fencing,UAE,0,0,0
2001-12-04,0,21,1.7,Esports,UAE,0,0,0
1993-04-18,0,30,1.79,Swimming,UAE,0,0,0
2003-07-15,0,20,1.85,Basketball,JOR,0,1,0
1976-06-28,0,47,1.66,Shooting,KSA,0,0,0
1992-06-08,0,31,1.7,Handball,KUW,0,0,1
2004-11-01,0,18,1.65,Artistic Gymnastics,QAT,0,0,0
1999-08-19,0,24,1.77,Tennis,QAT,0,0,0
1995-04-14,0,28,1.79,Tennis,QAT,0,0,0
2002-02-11,0,21,1.73,Hockey,OMA,0,0,0
2001-11-13,0,21,1.78,Rowing,BRN,0,0,0
2003-04-20,1,20,1.62,Boxing,JOR,0,0,0
1999-08-22,0,24,2,Basketball,BRN,0,0,0
2000-12-11,0,22,1.7,Handball,KSA,0,0,0
2001-04-20,0,22,1.71,Archery,KSA,0,0,0
2003-01-15,0,20,1.74,Boxing,KSA,0,0,0
2004-07-02,0,19,1.88,Boxing,UAE,0,0,0
1997-10-19,0,25,1.79,Handball,KUW,0,0,1
1995-03-02,0,28,1.95,Basketball,JOR,0,1,0
1991-07-28,0,32,1.84,Boxing,JOR,0,0,0
1997-11-28,0,25,1.91,Tennis,KSA,0,0,0
2004-11-16,1,18,1.61,Tennis,KSA,0,0,0
2002-10-29,1,20,1.57,Ju-jitsu,UAE,1,0,0
1998-11-05,1,24,1.7,Athletics,UAE,0,0,0
1988-08-09,0,35,1.88,Beach Volleyball,OMA,0,0,0
1994-06-16,0,29,1.75,Handball,KSA,0,0,0
1993-09-05,0,30,1.67,Weightlifting,KSA,0,0,0
2006-03-19,1,17,1.66,Archery,YEM,0,0,0
1996-10-01,0,27,1.89,Fencing,KSA,0,0,0
2003-05-24,0,20,1.8,Athletics,BRN,1,0,1
2003-08-17,0,20,1.85,Football,BRN,0,0,0
1988-07-07,0,35,1.84,Handball,BRN,0,1,0
1991-10-01,0,32,1.8,Cricket,PAK,0,0,0
1994-04-16,0,29,1.86,Sailing,IND,0,0,1
2007-09-14,1,16,1.67,Table Tennis,MDV,0,0,0
2000-10-02,0,23,1.56,Cricket,PAK,0,0,0
2001-03-25,0,22,1.81,Football,BRN,0,0,0
1998-06-18,0,25,1.79,Handball,BRN,0,1,0
1988-08-30,0,35,1.75,Shooting,BRN,0,0,0
1993-07-19,0,30,1.78,Cricket,MDV,0,0,0
2000-12-04,0,22,1.83,Shooting,MDV,0,0,0
2005-06-16,1,18,1.67,Athletics,MDV,0,0,0
1993-08-20,0,30,1.75,Kabaddi,BAN,0,0,0
2009-03-15,1,14,1.64,Squash,PAK,0,0,0
1987-04-17,0,36,1.87,Handball,BRN,0,1,0
1989-08-12,0,34,1.85,Handball,BRN,0,1,0
1997-01-04,0,26,1.77,Kabaddi,PAK,0,0,1
1991-04-07,0,32,1.75,Badminton,PAK,0,0,0
1995-04-17,0,28,1.81,Athletics,QAT,0,0,0
1994-06-07,0,29,1.75,Volleyball,PAK,0,0,0
1991-01-01,0,32,1.68,Table Tennis,YEM,0,0,0
1994-04-29,0,29,1.69,Sport Climbing,IRI,1,0,0
2000-04-21,0,23,1.82,Football,IND,0,0,0
2003-07-20,0,20,1.9,Volleyball,BRN,0,0,0
1999-05-22,0,24,1.89,Volleyball,PAK,0,0,0
1997-06-15,0,26,1.82,Kabaddi,PAK,0,0,1
1987-05-28,0,36,1.9,Handball,QAT,1,0,0
1996-07-07,0,27,2.18,Basketball,IRI,0,0,0
1991-09-26,0,32,1.72,Wrestling,INA,0,0,0
1999-05-26,0,24,1.82,Soft Tennis,INA,0,0,1
2001-01-12,0,22,1.65,Wrestling,BRN,0,0,0
2002-06-12,1,21,1.61,Breaking,KAZ,0,0,0
2003-03-24,0,20,1.77,Karate,UZB,0,0,0
2003-12-17,0,19,1.7,Football,INA,0,0,0
2004-04-27,0,19,1.7,Kabaddi,MAS,0,0,0
1996-12-22,0,26,1.9,Handball,QAT,1,0,0
2002-07-07,1,21,1.73,Karate,KAZ,0,1,0
1992-01-29,0,31,1.79,Table Tennis,KSA,0,0,0
2005-04-25,1,18,1.7,Shooting,KAZ,0,0,0
2003-05-17,0,20,1.66,Handball,UZB,0,0,0
1998-12-23,0,24,1.85,Fencing,UZB,0,0,0
1986-10-05,0,37,1.85,Fencing,KAZ,0,1,1
2000-07-08,1,23,1.73,Chess,IRI,0,0,0
1998-03-18,0,25,1.64,Sport Climbing,IRI,0,0,0
1999-10-01,0,24,1.67,Sport Climbing,IRI,0,0,0
1996-10-11,0,26,1.88,Rowing,KSA,0,0,0
2001-04-05,0,22,1.74,Football,BRN,0,0,0
1988-12-05,1,34,1.7,Basketball,KAZ,0,0,0
2002-10-10,0,20,1.79,Cycling Track,MAS,0,0,0
1997-11-02,0,25,1.72,Trampoline Gymnastics,KAZ,0,0,0
1998-12-20,0,24,1.88,Wrestling,IRI,0,1,0
1993-09-30,1,30,1.73,Boxing,QAT,0,0,0
1996-08-02,0,27,1.7,Athletics,KSA,0,0,0
2004-02-02,0,19,1.84,Karate,JOR,0,0,1
1999-09-08,0,24,1.75,Ju-jitsu,QAT,0,0,0
1983-07-25,0,40,1.79,Handball,KSA,0,0,0
1991-03-15,0,32,1.8,Ju-jitsu,QAT,0,0,0
1998-01-07,0,25,1.78,Karate,KUW,0,0,0
1991-09-16,0,32,2,Volleyball,BRN,0,0,0
2003-03-06,1,20,1.64,Ju-jitsu,UAE,0,0,0
2002-03-20,0,21,1.82,Esports,KSA,0,0,0
2003-06-20,0,20,1.8,Football,KSA,0,0,0
1989-08-11,0,34,1.76,Cycling Mountain Bike,UAE,0,0,0
1995-08-11,0,28,1.65,Cycling Road,UAE,0,0,0
1998-07-20,0,25,1.76,Esports,KSA,0,0,0
2003-04-10,1,20,1.66,Ju-jitsu,UAE,1,0,0
1995-05-07,0,28,1.77,Boxing,UAE,0,0,0
1994-07-30,0,29,1.71,Boxing,JOR,0,0,0
1992-06-21,0,31,1.73,Sailing,OMA,0,1,0
1996-07-17,0,27,1.82,Archery,UAE,0,0,0
1987-10-05,0,36,1.79,Ju-jitsu,UAE,1,0,0
1989-08-09,0,34,1.98,Volleyball,BRN,0,0,0
1997-05-31,0,26,1.76,Table Tennis,KSA,0,0,0
1994-02-20,0,29,1.81,Rowing,IRQ,0,0,0
1977-12-18,1,45,1.54,Shooting,QAT,0,0,0
2003-09-02,0,20,1.73,Football,BRN,0,0,0
2006-11-10,0,16,1.78,Swimming,QAT,0,0,0
1995-03-17,1,28,1.61,Athletics,BRN,0,0,1
1993-06-20,1,30,1.75,Swimming,PHI,0,0,0
1998-09-19,0,25,1.8,Athletics,BRN,0,0,0
1999-11-02,0,23,1.7,Athletics,KSA,0,0,0
1992-06-23,0,31,1.83,Handball,KUW,0,0,1
2000-10-16,0,22,1.7,Weightlifting,OMA,0,0,0
1990-06-06,0,33,1.67,Cycling Road,QAT,0,0,0
1998-08-21,0,25,1.78,Weightlifting,KSA,0,0,0
2001-01-14,0,22,1.75,Esports,KSA,0,0,0
1989-11-18,1,33,1.6,Shooting,JOR,0,0,0
2003-08-26,1,20,1.69,Fencing,JOR,0,0,0
2003-02-25,0,20,1.76,Ju-jitsu,UAE,0,0,1
2009-06-02,1,14,1.69,Fencing,KSA,0,0,0
2000-06-27,0,23,1.77,Triathlon,QAT,0,0,0
1995-04-15,0,28,1.83,Ju-jitsu,JOR,0,0,0
1994-03-26,0,29,1.8,Karate,TKM,0,0,0
2000-11-20,0,22,1.89,Taekwondo,IRQ,0,0,0
1998-04-27,0,25,1.79,Athletics,IRQ,0,0,0
2000-02-24,0,23,1.75,Weightlifting,IRQ,0,0,0
1992-07-15,0,31,1.67,Kabaddi,MAS,0,0,0
2001-01-01,0,22,1.82,Football,SYR,0,0,0
2003-10-05,0,20,1.67,Taekwondo,UAE,0,0,0
1988-11-24,0,34,1.75,Basketball,UAE,0,0,0
2002-11-05,0,20,1.73,Fencing,UAE,0,0,0
2002-12-20,0,20,1.88,Taekwondo,KSA,0,0,0
1990-01-12,1,33,1.53,Ju-jitsu,KSA,0,0,0
1984-12-29,0,38,1.77,Shooting,JOR,0,0,0
2002-08-10,1,21,1.57,Chess,UAE,0,0,0
2004-09-16,1,19,1.72,Shooting,QAT,0,0,0
1976-10-01,0,47,1.76,Shooting,UAE,0,0,0
1985-06-14,0,38,1.67,Shooting,KSA,0,0,0
2005-04-05,0,18,1.8,Squash,QAT,0,0,0
1994-06-08,1,29,1.69,Rowing,KSA,0,0,0
1994-09-11,0,29,1.82,Fencing,KUW,0,0,0
1996-07-15,0,27,1.7,Esports,QAT,0,0,0
2004-01-15,0,19,1.86,Fencing,KSA,0,0,0
1990-01-08,0,33,1.76,Cycling Track,UAE,0,0,1
1996-01-17,0,27,1.64,Esports,UAE,0,0,0
1991-11-09,0,31,1.56,Cycling Road,UAE,0,0,0
2000-02-27,1,23,1.74,Chess,UAE,0,0,0
1996-11-27,1,26,1.64,Archery,KSA,0,0,0
1992-04-11,0,31,1.8,Ju-jitsu,KSA,0,0,0
1992-01-01,0,31,1.96,Basketball,KSA,0,0,0
1989-07-24,0,34,2.06,Basketball,KSA,0,0,0
1996-05-26,0,27,1.77,Karate,JOR,0,1,0
1998-05-08,1,25,1.75,Archery,IRQ,0,0,0
1997-03-28,0,26,1.95,Water Polo,IRI,0,0,0
2002-10-19,0,20,1.8,Fencing,JOR,0,0,0
2001-11-06,1,21,1.57,Fencing,KSA,0,0,0
2000-11-01,0,22,1.75,Esports,UAE,0,0,0
2000-12-03,0,22,1.6,Wrestling,KGZ,0,0,0
2003-05-01,0,20,1.76,Esports,UAE,0,0,0
2003-09-01,1,20,1.6,Chess,UAE,0,0,0
1993-07-23,0,30,1.76,Esports,UAE,0,0,0
2002-07-29,0,21,1.73,Football,BRN,0,0,0
2001-08-28,0,22,1.8,Cycling Road,QAT,0,0,0
2001-02-06,0,22,1.77,Taekwondo,UAE,0,0,0
1978-01-11,0,45,1.74,Shooting,UAE,0,0,0
1990-09-23,0,33,1.8,Basketball,BRN,0,0,0
1990-07-25,0,33,1.81,Fencing,IRQ,0,0,0
1997-10-23,0,25,1.77,Handball,KSA,0,0,0
1995-05-12,0,28,1.66,Karate,KUW,0,0,1
1995-05-12,0,28,1.66,Karate,KUW,0,0,2
2001-03-25,0,22,1.7,Athletics,KSA,0,0,0
2002-08-05,0,21,1.72,Esports,KSA,0,0,0
2008-09-04,1,15,1.54,Tennis,QAT,0,0,0
1995-11-06,1,27,1.63,Archery,KSA,0,0,0
1990-10-03,0,33,1.73,Shooting,QAT,0,0,0
2006-04-22,0,17,1.75,Sailing,QAT,0,0,0
1993-01-05,0,30,1.7,Ju-jitsu,KSA,0,0,1
2001-07-30,0,22,1.67,Archery,KSA,0,0,0
1998-10-11,0,24,1.79,Fencing,KSA,0,0,0
1988-04-03,0,35,1.71,Shooting,KSA,0,0,0
2001-03-07,0,22,1.79,Football,KSA,0,0,0
1968-09-23,0,55,1.83,Shooting,KSA,0,0,0
2001-07-05,0,22,1.72,Table Tennis,KSA,0,0,0
1997-04-11,1,26,1.63,Shooting,QAT,0,0,0
1991-02-08,1,32,1.65,Taekwondo,QAT,0,0,0
1992-08-06,0,31,1.82,Basketball,KSA,0,0,0
1988-05-19,1,35,1.68,Kurash,KSA,0,0,0
2003-03-27,0,20,1.83,Football,PLE,0,0,0
1996-09-16,1,27,1.67,Triathlon,UAE,0,0,0
1987-08-08,1,36,1.66,Shooting,YEM,0,0,0
2001-04-13,1,22,1.68,Tennis,QAT,0,0,0
1994-12-13,1,28,1.66,Boxing,KSA,0,0,0
1987-01-05,1,36,1.6,Shooting,BRN,0,0,0
1990-11-13,1,32,1.63,Archery,UAE,0,0,0
1997-06-22,0,26,1.77,Ju-jitsu,BRN,0,0,0
1999-12-25,0,23,1.83,Ju-jitsu,BRN,0,0,0
1986-10-21,0,36,1.87,Beach Volleyball,PLE,0,0,0
2007-11-24,0,15,1.85,Fencing,KUW,0,0,0
2002-03-15,0,21,1.78,Football,KSA,0,0,0
1999-05-26,0,24,1.8,Karate,KSA,0,0,0
2001-01-08,0,22,1.72,Football,KSA,0,0,0
2003-12-09,0,19,1.72,Karate,QAT,0,0,0
2003-05-24,1,20,1.8,3x3 Basketball,JOR,0,0,0
1998-02-22,0,25,1.64,Hockey,OMA,0,0,0
1991-02-14,0,32,1.74,Basketball,UAE,0,0,0
1993-07-19,0,30,1.68,Boxing,UAE,0,0,0
1989-10-10,0,33,1.78,Shooting,QAT,0,0,0
2001-09-28,0,22,1.8,Swimming,QAT,0,0,0
1998-10-19,0,24,1.72,Fencing,KSA,0,0,0
2001-01-15,1,22,1.58,Softball,PHI,0,0,0
1989-11-24,1,33,1.73,Taekwondo,PHI,0,0,0
2002-03-31,0,21,1.3,Football,KUW,0,0,0
1981-03-10,0,42,1.69,Shooting,KSA,0,0,0
2003-12-10,0,19,1.76,Football,KSA,0,0,0
1995-12-11,0,27,1.73,Karate,KAZ,1,0,0
2000-05-12,0,23,1.7,Boxing,YEM,0,0,0
2001-07-10,1,22,1.64,Karate,PLE,0,0,1
2003-10-31,0,19,1.77,Esports,KSA,0,0,0
2005-06-19,1,18,1.68,Fencing,KSA,0,0,0
1990-01-01,0,33,1.55,Boxing,YEM,0,0,0
1993-06-22,0,30,1.96,Beach Volleyball,PLE,0,0,0
2009-08-03,1,14,1.44,Sailing,UAE,0,0,0
1998-05-04,0,25,1.7,Fencing,KSA,0,0,0
1957-02-08,0,66,1.72,Bridge,PHI,0,0,0
2000-10-23,0,22,1.78,Ju-jitsu,QAT,0,0,0
1985-11-26,1,37,1.68,Shooting,YEM,0,0,0
1998-01-06,0,25,1.76,Esports,KSA,0,0,0
1990-12-28,0,32,1.71,Ju-jitsu,JOR,0,0,0
1997-01-15,0,26,1.73,Ju-jitsu,JOR,0,0,0
2004-05-30,0,19,1.77,Football,QAT,0,0,0
1995-12-08,0,27,1.87,Esports,KSA,0,0,0
1977-06-17,0,46,1.86,Archery,KSA,0,0,0
2002-09-03,0,21,1.84,Esports,BRN,0,0,0
1989-03-03,0,34,1.85,Shooting,QAT,0,0,0
2001-10-22,0,21,1.72,Cycling Road,QAT,0,0,0
1987-04-05,0,36,1.79,Hockey,OMA,0,0,0
1998-02-13,0,25,1.71,Athletics,IRQ,0,0,0
1994-12-09,1,28,1.72,Taekwondo,JOR,0,0,0
1994-02-24,0,29,1.81,Athletics,OMA,0,0,0
2001-04-03,0,22,1.75,Kurash,IRQ,0,0,0
1994-01-15,0,29,1.79,Handball,KSA,0,0,0
1995-02-09,0,28,1.85,Handball,KSA,0,0,0
2004-10-04,0,19,1.77,Athletics,QAT,0,0,0
1997-08-27,1,26,1.53,Karate,KUW,0,0,0
1995-09-05,0,28,1.85,Athletics,QAT,1,0,0
1996-02-10,0,27,1.6,Weightlifting,KSA,0,0,0
2001-06-24,1,22,1.71,Triathlon,KUW,0,0,0
1990-02-16,0,33,1.8,Handball,KSA,0,0,0
1998-05-03,0,25,1.71,Esports,KSA,0,0,0
2004-06-10,0,19,1.87,Weightlifting,JOR,0,0,0
1991-02-22,0,32,1.76,Handball,BRN,0,1,0
1999-09-01,0,24,1.86,Canoe Sprint,IRQ,0,0,0
2001-02-03,0,22,1.8,Football,KSA,0,0,0
2003-07-22,0,20,1.73,Boxing,IRQ,0,0,1
1985-03-24,0,38,1.85,Shooting,KSA,0,0,0
2000-09-17,0,23,1.8,Basketball,UAE,0,0,0
2001-09-23,1,22,1.56,Cycling Road,UAE,0,0,0
1988-01-14,0,35,1.76,Handball,BRN,0,1,0
1998-12-30,0,24,1.65,Wushu,YEM,0,0,0
1992-09-07,0,31,1.75,Hockey,OMA,0,0,0
1991-10-31,0,31,1.85,Basketball,UAE,0,0,0
1993-01-20,0,30,1.76,Shooting,QAT,0,0,0
1999-04-17,0,24,1.82,Rowing,KSA,0,0,0
1997-06-05,1,26,1.56,Fencing,YEM,0,0,0
1998-09-30,0,25,1.84,Fencing,KUW,0,0,1
2002-09-16,0,21,1.94,Handball,KUW,0,0,1
1989-08-20,0,34,1.75,Shooting,KSA,0,0,0
2000-12-02,1,22,1.66,Ju-jitsu,UAE,0,0,0
1997-07-18,0,26,1.78,Badminton,JOR,0,0,0
2004-08-04,0,19,1.87,Table Tennis,KSA,0,0,0
1995-02-19,1,28,1.7,Shooting,QAT,0,0,1
1990-10-30,0,32,1.8,Fencing,KUW,0,0,0
2006-07-12,1,17,1.64,Swimming,UAE,0,0,0
2006-07-12,1,17,1.64,Swimming,UAE,0,0,0
2007-12-17,1,15,1.6,Swimming,UAE,0,0,0
2003-09-15,0,20,1.76,Ju-jitsu,UAE,1,0,0
1981-07-23,0,42,1.74,Shooting,KSA,0,0,0
2000-04-09,1,23,1.55,Shooting,UAE,0,0,0
2003-06-26,0,20,1.79,Taekwondo,KSA,0,0,0
2001-12-21,0,21,1.7,Athletics,KSA,0,0,0
1997-01-01,0,26,1.67,Archery,KSA,0,0,0
2004-08-22,0,19,1.79,Football,BRN,0,0,0
1997-03-07,0,26,1.61,Cycling Road,KUW,0,0,0
1985-11-16,0,37,1.75,Archery,KSA,0,0,0
1985-04-07,0,38,1.8,Boxing,KSA,0,0,0
1996-11-23,0,26,1.74,Shooting,QAT,0,0,0
1996-12-09,0,26,1.74,Esports,UAE,0,0,0
1999-09-15,0,24,1.73,Esports,UAE,0,0,0
2001-11-03,0,21,1.67,Ju-jitsu,UAE,0,1,0
1998-03-02,0,25,2.13,Basketball,KSA,0,0,0
2000-04-04,1,23,1.6,Wushu,PAK,0,0,0
2002-06-16,0,21,1.76,Football,QAT,0,0,0
1992-06-03,0,31,1.83,Athletics,IRQ,0,0,0
1994-12-15,0,28,1.7,Squash,QAT,0,0,1
1992-05-06,0,31,1.71,Squash,QAT,0,0,0
1977-03-07,0,46,1.74,Shooting,QAT,0,0,0
2005-03-28,0,18,2.02,Basketball,MGL,0,0,0
1987-12-10,1,35,1.66,Archery,MGL,0,0,0
2006-06-15,1,17,1.62,Badminton,MGL,0,0,0
2008-07-16,1,15,1.64,Swimming,MGL,0,0,0
1996-03-19,1,27,1.57,Fencing,MGL,0,0,0
2003-04-23,0,20,1.66,Esports,MGL,0,1,0
2008-04-06,1,15,1.67,Squash,MGL,0,0,0
1991-11-25,0,31,1.85,Volleyball,MGL,0,0,0
2005-04-06,0,18,1.78,Cricket,MGL,0,0,0
1996-09-29,1,27,1.69,Football,MGL,0,0,0
1994-09-30,1,29,1.68,Chess,MGL,0,0,0
1993-03-17,0,30,1.69,Handball,KSA,0,0,0
2008-08-26,1,15,1.53,Tennis,QAT,0,0,0
1992-06-27,1,31,1.65,Softball,PHI,0,0,0
1990-11-20,0,32,1.75,Shooting,JOR,0,0,0
2003-09-23,1,20,1.63,Shooting,KAZ,0,0,0
2002-10-04,0,21,1.73,Trampoline Gymnastics,JOR,0,0,0
2004-07-30,0,19,1.85,Taekwondo,KGZ,0,0,0
2002-01-21,0,21,1.79,Sport Climbing,KAZ,0,0,0
2002-12-09,1,20,1.65,Cricket,PAK,0,0,0
2001-12-06,0,21,1.7,Esports,MAS,0,0,0
1997-03-17,0,26,1.7,Esports,PHI,0,0,0
1989-09-12,0,34,1.69,Shooting,BRN,0,0,0
1998-10-02,0,25,1.8,Archery,KSA,0,0,0
2002-04-02,0,21,1.78,Football,KSA,0,0,0
1999-05-04,0,24,1.7,Athletics,KSA,0,0,0
1996-07-16,1,27,1.8,Judo,YEM,0,0,0
1994-05-05,1,29,1.62,Cycling Road,KUW,0,0,0
1996-07-08,0,27,1.7,Athletics,KSA,0,0,0
1996-09-06,0,27,1.75,Table Tennis,BRN,0,0,0
1994-02-07,1,29,1.63,Shooting,UAE,0,0,0
2000-12-21,0,22,1.79,Football,KGZ,0,0,0
2006-09-01,0,17,1.56,Sailing,UAE,0,0,0
1988-10-19,0,34,1.76,Basketball,UAE,0,0,0
1988-08-07,0,35,1.74,Triathlon,UAE,0,0,0
2004-07-15,1,19,1.67,Fencing,UAE,0,0,0
2003-07-21,0,20,1.7,Boxing,UAE,0,0,0
2002-03-13,0,21,1.7,Athletics,KSA,0,0,0
1989-06-20,1,34,1.55,Karate,KSA,0,0,0
1996-11-09,0,26,1.75,Fencing,UAE,0,0,0
2002-03-17,0,21,1.7,Athletics,KSA,0,0,0
2002-05-25,0,21,1.72,Soft Tennis,IND,0,0,0
2003-07-16,0,20,1.6,Wrestling,IND,0,0,1
1991-04-16,0,32,1.65,Wushu,KGZ,0,0,1
2003-06-26,1,20,1.58,Sport Climbing,PAK,0,0,0
2000-08-25,1,23,1.5,Cricket,IND,1,0,0
2003-08-27,0,20,1.75,Wushu,KGZ,0,0,1
1984-06-23,1,39,1.9,Tennis,UZB,0,0,0
2004-02-18,1,19,1.6,Football,JPN,1,0,0
1996-05-11,1,27,1.7,Kurash,TKM,0,0,1
1998-12-11,0,24,1.63,Kurash,KAZ,0,0,0
1999-04-07,0,24,1.69,Sport Climbing,SGP,0,0,0
1998-02-17,1,25,1.69,Basketball,MGL,0,0,0
1997-08-14,0,26,1.95,Basketball,MGL,0,0,0
1996-09-26,0,27,1.8,Ju-jitsu,IND,0,0,0
2008-03-10,0,15,1.81,Soft Tennis,MGL,0,0,0
1989-09-09,1,34,1.72,Squash,MGL,0,0,0
2000-03-26,1,23,1.77,Judo,MGL,0,0,2
2007-12-01,0,15,1.65,Swimming,MGL,0,0,0
2005-09-10,0,18,1.57,Artistic Gymnastics,SRI,0,0,0
2008-07-06,1,15,1.7,Swimming,MGL,0,0,0
1996-08-25,0,27,1.8,Kabaddi,BAN,0,0,0
1989-10-27,0,33,1.72,Karate,AFG,0,0,0
2005-03-16,0,18,1.6,Football,AFG,0,0,0
1992-04-07,1,31,1.58,Cricket,PAK,0,0,0
2007-04-22,1,16,1.52,Football,UZB,0,0,0
2002-11-16,1,20,1.66,Judo,UZB,0,1,0
1997-10-20,0,25,1.69,Athletics,PAK,0,0,0
1996-02-22,0,27,1.67,Karate,KAZ,0,0,1
1998-10-27,0,24,2,Taekwondo,AFG,0,0,0
1998-04-23,1,25,1.7,Volleyball,AFG,0,0,0
1999-10-13,1,23,1.65,Football,UZB,0,0,0
1993-12-25,0,29,1.73,Ju-jitsu,SGP,0,0,0
1995-08-10,0,28,1.7,Sepaktakraw,MAS,0,2,0
1998-04-25,0,25,1.95,Volleyball,IND,0,0,0
1992-02-18,0,31,1.74,Squash,QAT,0,0,0
2006-11-14,0,16,1.7,Hockey,PAK,0,0,0
1996-03-06,0,27,1.94,Volleyball,IND,0,0,0
1967-01-05,1,56,1.61,Bridge,THA,0,0,1
2002-07-17,0,21,1.72,Wrestling,IRI,0,1,0
1997-02-08,1,26,1.73,Basketball,THA,0,0,0
2003-05-21,0,20,1.86,Canoe Sprint,UZB,0,0,0
1997-10-02,0,26,1.71,Athletics,THA,0,0,0
1994-03-25,0,29,1.68,Judo,KOR,0,0,1
2003-04-23,1,20,1.54,Artistic Gymnastics,PRK,0,0,1
1997-02-12,1,26,1.64,Basketball,KOR,0,0,1
1998-06-03,0,25,1.76,Wushu,KOR,0,0,0
1987-11-25,1,35,1.68,Hockey,KOR,0,1,0
2000-09-21,1,23,1.74,Basketball,PRK,0,0,0
2005-03-16,1,18,1.74,Basketball,PRK,0,0,0
1989-08-23,0,34,1.74,Dragon Boat,KOR,0,0,0
1986-08-19,1,37,1.65,Shooting,KOR,0,0,0
1999-12-25,0,23,1.67,Table Tennis,KOR,0,1,0
2001-04-03,0,22,1.85,Football,KOR,1,0,0
1996-04-03,0,27,1.73,Table Tennis,PRK,0,0,0
2001-01-10,0,22,1.85,Kabaddi,KOR,0,0,0
1996-01-03,1,27,1.63,Kabaddi,KOR,0,0,0
2001-08-16,1,22,1.57,Football,PRK,0,1,0
2000-12-03,1,22,1.7,Archery,CHN,0,1,0
2001-02-27,1,22,1.73,Archery,KOR,1,1,0
2002-02-05,1,21,1.7,Badminton,KOR,2,0,0
2002-01-09,1,21,1.66,Hockey,KOR,0,1,0
2005-11-08,1,17,1.56,Artistic Gymnastics,KOR,0,0,0
2004-04-25,1,19,1.73,Kurash,KOR,0,0,0
2003-04-12,0,20,1.65,Diving,MAS,0,0,1
2005-05-28,0,18,1.66,Diving,MAS,0,0,1
1988-05-15,0,35,1.88,Wrestling,TJK,0,0,0
1992-12-16,0,30,1.85,Volleyball,BRN,0,0,0
2004-05-17,1,19,1.65,Canoe Slalom,KAZ,0,1,0
1996-06-28,0,27,1.89,Handball,KAZ,0,0,0
1992-01-02,0,31,1.73,Breaking,KAZ,0,0,0
1989-07-21,1,34,1.89,Volleyball,KAZ,0,0,0
1980-12-15,0,42,1.77,Shooting,PHI,0,0,0
2002-12-07,0,20,1.67,Esports,PHI,0,0,0
1983-12-05,1,39,1.52,Bridge,INA,0,0,0
1997-06-27,0,26,1.75,Karate,JPN,0,0,0
1998-11-01,1,24,1.57,Weightlifting,PHI,0,0,1
2001-05-18,1,22,1.74,Fencing,KAZ,0,0,0
1995-04-09,1,28,1.54,Cricket,INA,0,0,0
1995-10-19,1,27,1.54,Canoe Sprint,INA,0,0,0
1994-05-13,0,29,1.78,Dragon Boat,INA,1,1,1
2003-12-16,0,19,1.9,Marathon Swimming,KAZ,0,0,0
2009-04-09,1,14,1.68,Water Polo,UZB,0,0,0
2001-08-07,0,22,1.78,Rugby Sevens,THA,0,0,0
1994-07-19,0,29,1.87,Water Polo,SGP,0,0,0
1994-07-03,0,29,1.83,Athletics,SGP,0,0,0
1971-02-02,0,52,1.65,Shooting,PHI,0,0,0
1999-09-02,0,24,1.7,Esports,MAS,0,0,0
2001-05-09,0,22,1.73,Baseball,SGP,0,0,0
2005-08-22,0,18,1.82,Canoe Sprint,SGP,0,0,0
2001-03-19,0,22,1.8,Swimming,SGP,0,0,0
2007-01-04,1,16,1.62,Rhythmic Gymnastics,SGP,0,0,0
2000-05-15,0,23,1.91,Volleyball,INA,0,0,0
1994-06-28,1,29,1.76,Basketball,INA,0,0,0
1995-02-16,0,28,1.66,Cycling Track,THA,0,0,0
1998-02-22,0,25,1.55,Cricket,BAN,0,0,1
1991-01-05,1,32,1.81,Volleyball,KAZ,0,0,0
1997-05-05,0,26,1.79,Swimming,IND,0,0,0
1998-11-27,1,24,1.94,Basketball,PHI,0,0,0
1997-11-08,1,25,1.5,Hockey,INA,0,0,0
2002-09-26,0,21,1.78,Shooting,IND,0,0,1
2002-10-12,0,20,1.72,Cricket,CAM,0,0,0
2001-01-23,0,22,1.72,Football,IND,0,0,0
2004-11-23,1,18,1.55,Chess,BAN,0,0,0
2009-01-28,0,14,1.68,Table Tennis,MGL,0,0,0
2004-08-07,0,19,1.75,Football,MGL,0,0,0
2007-03-06,1,16,1.6,Rhythmic Gymnastics,MGL,0,0,0
1996-08-23,1,27,1.5,Wrestling,KAZ,0,0,0
2002-02-05,1,21,1.52,Athletics,IND,0,0,0
1999-11-24,1,23,1.85,Basketball,IND,0,0,0
2002-03-23,0,21,1.72,Wrestling,TKM,0,0,0
1993-03-22,0,30,1.66,Boxing,TKM,0,0,0
1989-06-20,1,34,1.55,Football,PHI,0,0,0
1992-08-29,1,31,1.56,Athletics,IND,1,0,0
2004-01-24,1,19,1.7,Water Polo,KAZ,0,0,1
2006-11-14,0,16,1.67,Sport Climbing,JPN,1,0,0
2008-07-15,0,15,1.72,Chess,KAZ,0,0,0
1999-03-25,1,24,1.63,Karate,BAN,0,0,0
2004-08-31,1,19,1.7,Wrestling,IND,0,0,1
1996-09-30,1,27,1.7,Softball,PHI,0,0,0
1999-07-01,1,24,1.75,Basketball,INA,0,0,0
2000-03-19,1,23,1.66,Shooting,BAN,0,0,0
